지역코드,지역명,조회일자,순위,영화코드,영화명,순위변동,개봉일,매출액,매출액점유율,매출액증감(전일대비),누적매출액,관객수,관객수증감(전일대비),누적관객수,스크린수,상영횟수
0105000,전체,2016-07-07,1,20159644,봉이 김선달,동일,2016-07-06,"890,382,380",31.0%,"-132,936,820 (-13.0%)","2,017,924,580","120,196","-16,505 (-12.1%)","269,290",760,"3,403"
0105000,전체,2016-07-07,2,20159058,도리를 찾아서,1 상승,2016-07-06,"654,424,400",22.8%,"36,703,800 (5.9%)","1,296,030,000","83,316","6,378 (8.3%)","162,908",753,"3,448"
0105000,전체,2016-07-07,3,20150972,굿바이 싱글,1 하락,2016-06-29,"612,381,960",21.3%,"-83,073,040 (-11.9%)","10,477,879,975","81,060","-10,354 (-11.3%)","1,323,477",649,"2,727"
0105000,전체,2016-07-07,4,20163661,레전드 오브 타잔,동일,2016-06-29,"162,796,100",5.7%,"-31,264,600 (-16.1%)","5,823,904,817","21,042","-4,286 (-16.9%)","693,540",435,"1,307"
0105000,전체,2016-07-07,5,20163962,잔예 - 살아서는 안되는 방,22 상승,2016-07-07,"73,905,300",2.6%,"71,500,300 (2,973.0%)","79,327,300","9,462","9,162 (3,054.0%)","10,143",287,582
0105000,전체,2016-07-07,6,20150782,인디펜던스 데이 : 리써전스,1 상승,2016-06-22,"61,916,400",2.2%,"-3,486,200 (-5.3%)","12,395,652,340","8,272",-452 (-5.2%),"1,454,487",265,521
0105000,전체,2016-07-07,7,20162941,컨저링 2,1 하락,2016-06-09,"54,124,200",1.9%,"-17,236,300 (-24.2%)","15,209,970,229","6,965","-2,195 (-24.0%)","1,862,793",168,293
0105000,전체,2016-07-07,8,20154906,사냥,3 하락,2016-06-29,"46,688,100",1.6%,"-33,680,100 (-41.9%)","4,665,505,815","6,284","-4,329 (-40.8%)","615,425",344,868
0105000,전체,2016-07-07,9,20090683,500일의 썸머,1 하락,2010-01-21,"46,468,800",1.6%,"-75,700 (-0.2%)","1,789,580,500","5,781",-50 (-0.9%),"229,561",126,270
0105000,전체,2016-07-07,10,20163215,미 비포 유,1 하락,2016-06-01,"38,722,500",1.3%,"-5,385,600 (-12.2%)","7,292,645,690","5,086",-662 (-11.5%),"899,809",116,223
0105000,전체,2016-07-07,11,20144444,아가씨,1 하락,2016-06-01,"38,024,300",1.3%,"-5,446,100 (-12.5%)","34,905,389,791","5,005",-688 (-12.1%),"4,250,010",152,270
0105000,전체,2016-07-07,12,20165041,나이스 가이즈,1 하락,2016-07-06,"27,810,800",1.0%,"-9,021,300 (-24.5%)","66,266,900","3,849","-1,161 (-23.2%)","9,062",238,620
0105000,전체,2016-07-07,13,20162967,정글북,동일,2016-06-09,"20,346,300",0.7%,"-6,986,200 (-25.6%)","21,238,733,934","2,697",-933 (-25.7%),"2,503,380",150,225
0105000,전체,2016-07-07,14,20159645,특별수사: 사형수의 편지,2 하락,2016-06-16,"18,756,600",0.7%,"-12,018,200 (-39.1%)","9,835,969,265","2,476","-1,534 (-38.3%)","1,229,978",140,283
0105000,전체,2016-07-07,15,20165042,빅뱅 메이드,1 하락,2016-06-30,"17,680,200",0.6%,"974,600 (5.8%)","303,135,800","2,146",95 (4.6%),"35,767",52,93
0105000,전체,2016-07-07,16,19590006,벤허,56 상승,1972-09-07,"15,327,500",0.5%,"15,092,000 (6,408.5%)","68,938,732","1,584","1,560 (6,500.0%)","21,772",92,126
0105000,전체,2016-07-07,17,20139083,언어의 정원,New,2013-08-14,"5,178,750",0.2%,"5,178,750 (100.0%)","405,643,131","1,384","1,384 (100.0%)","54,676",27,60
0105000,전체,2016-07-07,17,20070202,초속5센티미터,New,2007-06-21,"5,178,750",0.2%,"5,178,750 (100.0%)","182,534,250","1,384","1,384 (100.0%)","27,118",27,60
