지역코드,지역명,조회일자,순위,영화코드,영화명,순위변동,개봉일,매출액,매출액점유율,매출액증감(전일대비),누적매출액,관객수,관객수증감(전일대비),누적관객수,스크린수,상영횟수
0105000,전체,2022-05-13,1,20212855,닥터 스트레인지: 대혼돈의 멀티버스,동일,2022-05-04,"1,922,873,920",85.8%,"730,826,370 (61.3%)","45,139,415,940","175,527","63,380 (56.5%)","4,243,079","2,363","10,794"
0105000,전체,2022-05-13,2,20178501,니 부모 얼굴이 보고 싶다,1 상승,2022-04-27,"67,632,720",3.0%,"25,944,820 (62.2%)","3,596,374,960","6,609","2,432 (58.2%)","376,036",444,808
0105000,전체,2022-05-13,3,20224270,배드 가이즈,2 상승,2022-05-04,"43,332,200",1.9%,"17,691,000 (69.0%)","2,631,364,590","4,465","1,633 (57.7%)","276,483",489,782
0105000,전체,2022-05-13,4,20223940,민스미트 작전,2 하락,2022-05-11,"42,883,280",1.9%,"4,528,080 (11.8%)","158,222,650","4,256",57 (1.4%),"16,614",445,955
0105000,전체,2022-05-13,5,20212725,신비한 동물들과 덤블도어의 비밀,1 상승,2022-04-13,"36,491,600",1.6%,"13,574,460 (59.2%)","12,076,702,660","3,366","1,163 (52.8%)","1,172,988",300,438
0105000,전체,2022-05-13,6,20224223,엄마,2 상승,2022-05-11,"23,666,700",1.1%,"6,833,500 (40.6%)","67,912,900","2,810",678 (31.8%),"8,433",187,423
0105000,전체,2022-05-13,7,20223991,어부바,3 하락,2022-05-11,"18,694,500",0.8%,"-10,431,200 (-35.8%)","76,528,770","2,074","-1,164 (-35.9%)","8,591",289,495
0105000,전체,2022-05-13,8,20217982,서울괴담,1 상승,2022-04-27,"19,796,600",0.9%,"11,016,600 (125.5%)","969,752,750","1,967","1,071 (119.5%)","101,779",140,201
0105000,전체,2022-05-13,9,20210962,우연과 상상,5 상승,2022-05-04,"6,556,200",0.3%,"1,299,400 (24.7%)","124,130,700",670,101 (17.8%),"12,463",54,91
0105000,전체,2022-05-13,10,20224148,극장판 엉덩이 탐정: 수플레 섬의 비밀,2 상승,2022-05-05,"5,627,900",0.3%,"-478,900 (-7.8%)","1,103,235,910",644,-162 (-20.1%),"118,678",147,163
0105000,전체,2022-05-13,11,20224248,"파리, 13구",동일,2022-05-12,"5,604,460",0.3%,"-2,103,440 (-27.3%)","21,459,360",566,-258 (-31.3%),"2,263",53,82
0105000,전체,2022-05-13,12,20204665,EBS 댄스파티!,2 하락,,"3,222,000",0.1%,"-1,747,000 (-35.2%)","25,162,000",537,-291 (-35.1%),"4,411",11,11
0105000,전체,2022-05-13,13,20223278,극장판 주술회전 0,3 상승,2022-02-17,"5,375,300",0.2%,"351,060 (7.0%)","6,251,607,010",454,-15 (-3.2%),"630,195",41,47
0105000,전체,2022-05-13,14,20211568,"아치의 노래, 정태춘",20 상승,2022-05-18,"4,166,000",0.2%,"3,766,000 (941.5%)","31,734,000",450,370 (462.5%),"3,614",3,3
0105000,전체,2022-05-13,15,20176068,나를 만나는 길,2 상승,2022-05-12,"4,031,300",0.2%,"108,700 (2.8%)","10,513,400",427,-8 (-1.8%),"1,117",50,63
0105000,전체,2022-05-13,16,20204845,공기살인,27 상승,2022-04-22,"2,135,000",0.1%,"1,732,500 (430.4%)","1,456,380,050",276,232 (527.3%),"155,457",16,16
0105000,전체,2022-05-13,17,20211421,매스,4 상승,2022-05-18,"2,792,000",0.1%,"1,400,000 (100.6%)","5,957,000",238,64 (36.8%),619,1,1
0105000,전체,2022-05-13,18,20224595,잭 인 더 박스,2 상승,2022-05-12,"2,260,700",0.1%,"76,700 (3.5%)","6,199,700",231,17 (7.9%),640,45,54
