지역코드,지역명,조회일자,순위,영화코드,영화명,순위변동,개봉일,매출액,매출액점유율,매출액증감(전일대비),누적매출액,관객수,관객수증감(전일대비),누적관객수,스크린수,상영횟수
0105000,전체,2014-03-17,1,20138226,우아한 거짓말,동일,2014-03-13,"372,409,300",29.5%,"-995,987,600 (-72.8%)","4,231,854,700","52,826","-129,786 (-71.1%)","570,384",526,"2,507"
0105000,전체,2014-03-17,2,20147247,300: 제국의 부활,동일,2014-03-06,"258,140,500",20.4%,"-625,791,900 (-70.8%)","11,590,534,300","33,508","-70,011 (-67.6%)","1,362,406",444,"2,324"
0105000,전체,2014-03-17,3,20136060,몬스터,동일,2014-03-13,"188,064,700",14.9%,"-535,386,700 (-74.0%)","3,034,792,249","25,492","-63,501 (-71.4%)","382,982",481,"2,207"
0105000,전체,2014-03-17,4,20147299,논스톱,동일,2014-02-27,"156,263,700",12.4%,"-501,029,500 (-76.2%)","14,281,117,240","21,629","-63,663 (-74.6%)","1,846,610",346,"1,580"
0105000,전체,2014-03-17,5,20136866,노예 12년,1 상승,2014-02-27,"51,662,900",4.1%,"-135,595,900 (-72.4%)","3,208,889,300","8,578","-15,799 (-64.8%)","428,701",243,605
0105000,전체,2014-03-17,6,20131102,수상한 그녀,1 하락,2014-01-22,"54,108,700",4.3%,"-141,246,600 (-72.3%)","62,137,333,749","7,862","-17,775 (-69.3%)","8,575,957",273,743
0105000,전체,2014-03-17,7,20147693,원 챈스,1 상승,2014-03-13,"30,795,500",2.4%,"-86,710,100 (-73.8%)","470,400,400","4,538","-11,090 (-71.0%)","63,172",284,811
0105000,전체,2014-03-17,8,20147872,프라이버시,21 상승,2014-03-20,"21,175,000",1.7%,"19,621,000 (1,262.6%)","22,729,000","3,025","2,803 (1,262.6%)","3,247",16,16
0105000,전체,2014-03-17,9,20136803,겨울왕국,2 하락,2014-01-16,"16,398,400",1.3%,"-134,241,300 (-89.1%)","82,231,685,400","2,231","-17,182 (-88.5%)","10,265,854",201,314
0105000,전체,2014-03-17,10,20134028,폼페이: 최후의 날,1 하락,2014-02-20,"15,596,000",1.2%,"-38,939,600 (-71.4%)","10,250,310,700","2,210","-5,003 (-69.4%)","1,366,368",155,313
0105000,전체,2014-03-17,11,20147625,달라스 바이어스 클럽,5 상승,2014-03-06,"9,516,300",0.8%,"-11,782,700 (-55.3%)","446,340,043","1,693",-952 (-36.0%),"56,170",72,120
