지역코드,지역명,조회일자,순위,영화코드,영화명,순위변동,개봉일,매출액,매출액점유율,매출액증감(전일대비),누적매출액,관객수,관객수증감(전일대비),누적관객수,스크린수,상영횟수
0105000,전체,2009-07-04,1,20090303,트랜스포머: 패자의 역습,동일,2009-06-24,"4,233,407,500",67.4%,"2,603,789,000 (159.8%)","31,291,565,000","601,332","377,064 (168.1%)","4,629,217","1,028","5,217"
0105000,전체,2009-07-04,2,20090297,거북이 달린다,동일,2009-06-11,"767,835,500",12.2%,"383,007,000 (99.5%)","15,495,304,500","108,291","54,501 (101.3%)","2,307,356",319,"1,751"
0105000,전체,2009-07-04,3,20090336,킹콩을 들다,동일,2009-07-01,"745,306,000",11.9%,"409,649,000 (122.0%)","1,571,837,000","105,198","58,317 (124.4%)","229,707",411,"2,249"
0105000,전체,2009-07-04,4,20090327,여고괴담 5,동일,2009-06-18,"209,388,000",3.3%,"94,026,000 (81.5%)","3,467,618,500","32,401","14,812 (84.2%)","534,874",249,888
0105000,전체,2009-07-04,5,20090282,박물관이 살아있다 2,1 상승,2009-06-04,"82,844,000",1.3%,"54,248,500 (189.7%)","12,109,177,500","12,376","7,731 (166.4%)","1,925,602",181,494
0105000,전체,2009-07-04,6,20090343,링스 어드벤처,3 상승,2009-06-24,"77,816,000",1.2%,"66,502,000 (587.8%)","529,161,500","11,600","9,609 (482.6%)","87,144",145,400
0105000,전체,2009-07-04,7,20090248,마더,2 하락,2009-05-28,"46,883,000",0.7%,"10,831,000 (30.0%)","19,756,353,000","6,603","1,468 (28.6%)","2,947,971",163,402
0105000,전체,2009-07-04,8,20090238,터미네이터 : 미래전쟁의 시작,1 하락,2009-05-21,"31,287,000",0.5%,"12,056,500 (62.7%)","29,570,660,500","4,605","1,729 (60.1%)","4,481,472",88,264
0105000,전체,2009-07-04,9,20081454,언노운 우먼,1 하락,2009-07-01,"25,234,000",0.4%,"5,542,000 (28.1%)","71,759,000","3,149",619 (24.5%),"9,586",18,65
0105000,전체,2009-07-04,10,20090288,드래그 미 투 헬,2 상승,2009-06-11,"7,893,000",0.1%,"3,431,500 (76.9%)","1,815,660,500","1,169",502 (75.3%),"268,697",18,68
