지역코드,지역명,조회일자,순위,영화코드,영화명,순위변동,개봉일,매출액,매출액점유율,매출액증감(전일대비),누적매출액,관객수,관객수증감(전일대비),누적관객수,스크린수,상영횟수
0105000,전체,2007-03-21,1,20070033,300,동일,2007-03-14,"541,535,200",52.7%,"11,190,600 (2.1%)","8,027,730,800","87,698","2,610 (3.1%)","1,267,620",331,"1,939"
0105000,전체,2007-03-21,2,20070034,그 여자 작사 그 남자 작곡,동일,2007-02-28,"100,444,500",9.8%,"7,233,500 (7.8%)","5,474,290,000","16,687","1,312 (8.5%)","858,038",135,804
0105000,전체,2007-03-21,3,20070036,일루셔니스트,1 상승,2007-03-08,"87,008,600",8.5%,"11,754,500 (15.6%)","2,976,683,900","15,151","2,092 (16.0%)","486,699",212,"1,115"
0105000,전체,2007-03-21,4,20060420,쏜다,1 하락,2007-03-14,"88,845,800",8.7%,"7,375,200 (9.1%)","1,402,035,100","15,105","1,469 (10.8%)","237,552",210,"1,162"
0105000,전체,2007-03-21,5,20070037,페인티드 베일,동일,2007-03-15,"44,745,500",4.4%,"4,201,000 (10.4%)","595,212,000","7,544",741 (10.9%),"96,309",105,579
0105000,전체,2007-03-21,6,20070014,1번가의 기적,동일,2007-02-14,"42,394,300",4.1%,"4,368,500 (11.5%)","15,297,912,100","7,081",696 (10.9%),"2,501,968",187,788
0105000,전체,2007-03-21,7,20060430,행복을 찾아서,동일,2007-02-28,"36,111,000",3.5%,"5,233,600 (16.9%)","3,513,505,000","5,982",795 (15.3%),"569,197",134,508
0105000,전체,2007-03-21,8,20060423,드림걸즈,동일,2007-02-22,"22,718,500",2.2%,"2,175,000 (10.6%)","4,418,731,300","3,689",311 (9.2%),"702,709",75,228
0105000,전체,2007-03-21,9,20070020,복면달호,동일,2007-02-14,"15,037,000",1.5%,"1,994,500 (15.3%)","8,973,731,500","2,592",370 (16.7%),"1,501,593",124,405
0105000,전체,2007-03-21,10,20070044,리틀 러너,2 상승,2007-03-14,"11,725,800",1.1%,"2,367,800 (25.3%)","198,706,100","2,012",442 (28.2%),"33,740",127,448
0105000,전체,2007-03-21,11,20070043,스모킹 에이스,1 하락,2007-03-08,"12,107,000",1.2%,"464,500 (4.0%)","872,447,500","1,997",113 (6.0%),"137,120",121,344
0105000,전체,2007-03-21,12,20070042,좋지 아니한가,1 상승,2007-03-01,"5,578,500",0.5%,"774,500 (16.1%)","1,839,364,500",946,146 (18.3%),"304,733",51,149
0105000,전체,2007-03-21,13,20070025,한니발 라이징,1 상승,2007-02-28,"3,825,700",0.4%,"1,230,100 (47.4%)","1,566,871,300",634,214 (51.0%),"249,684",44,99
0105000,전체,2007-03-21,14,20070003,2007 [통합]영화제/기획전/회고전 등,1 상승,,"1,578,000",0.2%,"-577,000 (-26.8%)","94,700,000",283,-101 (-26.3%),"16,692",2,7
0105000,전체,2007-03-21,15,20070053,씨 인사이드,2 상승,2007-03-01,"1,763,000",0.2%,"-40,500 (-2.2%)","13,501,000",280,-5 (-1.8%),"2,099",5,22
0105000,전체,2007-03-21,16,20060421,바람피기 좋은 날,동일,2007-02-08,"1,593,500",0.2%,"-206,000 (-11.4%)","10,731,714,400",262,-32 (-10.9%),"1,707,893",19,61
0105000,전체,2007-03-21,17,20070047,뷰티풀 선데이,2 하락,2007-03-29,"1,435,000",0.1%,"-175,000 (-10.9%)","6,285,000",205,-117 (-36.3%),"1,037",1,1
0105000,전체,2007-03-21,18,20060422,비밀의 숲 테라비시아,2 상승,2007-02-15,"848,500",0.1%,"284,500 (50.4%)","2,639,659,500",155,54 (53.5%),"471,789",28,48
0105000,전체,2007-03-21,19,20070035,훌라걸스,1 하락,2007-03-01,"885,500",0.1%,"-231,500 (-20.7%)","314,393,000",128,-33 (-20.5%),"49,118",3,10
0105000,전체,2007-03-21,20,20070068,타인의 삶,1 상승,2007-03-22,"830,000",0.1%,"169,000 (25.6%)","5,107,000",123,28 (29.5%),726,3,8
0105000,전체,2007-03-21,21,20070045,엘 토포,2 하락,2007-03-15,"691,000",0.1%,"-137,000 (-16.5%)","8,049,000",99,-21 (-17.5%),"1,164",2,5
0105000,전체,2007-03-21,22,20070046,홀리 마운틴,동일,2007-03-15,"639,000",0.1%,"59,500 (10.3%)","6,808,000",93,9 (10.7%),983,2,4
0105000,전체,2007-03-21,23,20070009,바벨,동일,2007-02-22,"437,500",0.0%,"-62,500 (-12.5%)","1,390,736,500",68,-11 (-13.9%),"216,661",9,15
0105000,전체,2007-03-21,24,20060387,미녀는 괴로워,3 상승,2006-12-14,"361,000",0.0%,"72,000 (24.9%)","36,255,876,900",64,13 (25.5%),"6,074,360",1,5
0105000,전체,2007-03-21,25,20070041,텍사스 전기톱 연쇄살인사건 : 0,1 하락,2007-02-22,"349,500",0.0%,"-46,500 (-11.7%)","575,294,000",62,-9 (-12.7%),"93,926",11,15
0105000,전체,2007-03-21,25,20070010,마강호텔,3 상승,2007-02-22,"365,500",0.0%,"89,500 (32.4%)","1,246,336,800",62,15 (31.9%),"215,641",7,22
0105000,전체,2007-03-21,27,20060418,"사랑해, 파리",2 상승,2007-02-01,"391,000",0.0%,"83,000 (26.9%)","358,722,000",57,12 (26.7%),"56,931",2,7
0105000,전체,2007-03-21,28,20070024,천년을 흐르는 사랑,2 하락,2007-03-08,"341,000",0.0%,"-37,000 (-9.8%)","12,629,000",55,-4 (-6.8%),"1,991",2,5
0105000,전체,2007-03-21,29,20070040,태양의 노래,7 상승,2007-02-22,"205,000",0.0%,"121,000 (144.0%)","192,114,000",40,25 (166.7%),"32,114",2,4
0105000,전체,2007-03-21,30,20060003,2006 [통합]영화제/기획전/회고전 등,5 하락,,"131,000",0.0%,"-74,000 (-36.1%)","579,608,200",33,-27 (-45.0%),"106,068",1,7
0105000,전체,2007-03-21,31,20070031,마미야 형제,12 상승,2007-03-08,"195,000",0.0%,"142,500 (271.4%)","7,440,000",29,21 (262.5%),"1,094",2,2
0105000,전체,2007-03-21,32,20070052,리틀 칠드런,15 상승,2007-02-15,"190,100",0.0%,"151,100 (387.4%)","8,913,000",28,22 (366.7%),"1,300",1,2
0105000,전체,2007-03-21,33,20070028,더 퀸,동일,2007-02-15,"129,500",0.0%,"34,000 (35.6%)","497,438,900",24,6 (33.3%),"76,569",2,6
0105000,전체,2007-03-21,33,19900100,로보트 태권V(76년 디지털 복원판),5 상승,,"149,000",0.0%,"68,000 (84.0%)","3,600,758,000",24,11 (84.6%),"653,177",2,5
0105000,전체,2007-03-21,33,20060408,천년여우 여우비,14 상승,2007-01-25,"118,000",0.0%,"80,500 (214.7%)","2,486,832,500",24,18 (300.0%),"458,928",3,4
0105000,전체,2007-03-21,36,20060397,클릭,6 하락,2007-02-01,"126,000",0.0%,"3,000 (2.4%)","2,182,851,700",21,-1 (-4.5%),"364,287",1,4
0105000,전체,2007-03-21,37,20070039,파리의 연인들,2 하락,2007-02-08,"139,500",0.0%,"29,500 (26.8%)","52,389,500",20,4 (25.0%),"8,022",2,3
0105000,전체,2007-03-21,38,20070017,쓰리 타임즈,6 하락,2007-02-14,"97,000",0.0%,"-22,000 (-18.5%)","31,369,500",15,-5 (-25.0%),"4,513",2,3
0105000,전체,2007-03-21,39,20060332,봄의 눈,13 상승,2007-03-08,"87,000",0.0%,"73,000 (521.4%)","1,532,500",13,11 (550.0%),222,1,1
0105000,전체,2007-03-21,40,20060319,박물관이 살아있다!,10 상승,2006-12-21,"72,000",0.0%,"44,000 (157.1%)","24,399,290,200",12,7 (140.0%),"4,244,803",1,3
0105000,전체,2007-03-21,40,20070079,킹스 앤 퀸,5 상승,2007-03-02,"82,000",0.0%,"34,000 (70.8%)","3,779,000",12,5 (71.4%),557,1,3
0105000,전체,2007-03-21,42,20060375,샬롯의 거미줄,3 상승,2007-02-08,"57,000",0.0%,"18,000 (46.2%)","1,699,669,500",11,4 (57.1%),"306,894",3,3
0105000,전체,2007-03-21,43,20060419,아포칼립토,6 하락,2007-01-31,"57,000",0.0%,"-41,000 (-41.8%)","1,626,654,700",9,-5 (-35.7%),"260,327",1,3
0105000,전체,2007-03-21,44,20060406,천국의 나날들,10 하락,2007-02-23,"34,000",0.0%,"-52,000 (-60.5%)","2,494,000",7,-10 (-58.8%),395,1,2
0105000,전체,2007-03-21,44,20070038,눈에게 바라는 것,3 하락,2007-02-22,"47,000",0.0%,"-13,000 (-21.7%)","4,152,000",7,-2 (-22.2%),604,1,2
0105000,전체,2007-03-21,46,20070022,포도나무를 베어라,3 하락,2007-02-22,"35,000",0.0%,"-19,000 (-35.2%)","38,314,500",5,-3 (-37.5%),"6,435",1,1
0105000,전체,2007-03-21,46,20060365,수면의 과학,16 하락,2006-12-21,"34,000",0.0%,"-115,500 (-77.3%)","379,094,500",5,-17 (-77.3%),"54,056",1,1
0105000,전체,2007-03-21,46,20070019,황혼의 사무라이,1 상승,2007-02-08,"26,000",0.0%,0 (0.0%),"19,192,000",5,-1 (-16.7%),"2,829",1,1
0105000,전체,2007-03-21,49,20070005,신나는 동물농장(애니),1 상승,2007-01-18,"16,000",0.0%,"-4,000 (-20.0%)","742,117,500",4,-1 (-20.0%),"137,147",1,1
0105000,전체,2007-03-21,49,20060204,포켓몬 레인저와 바다의 왕자 마나피,3 상승,2006-07-20,"20,000",0.0%,"5,000 (33.3%)","733,224,000",4,1 (33.3%),"133,497",1,2
0105000,전체,2007-03-21,49,20070021,김관장 대 김관장 대 김관장,4 하락,2007-02-08,"28,000",0.0%,"-8,000 (-22.2%)","5,574,638,600",4,-2 (-33.3%),"925,515",1,3
0105000,전체,2007-03-21,52,20070015,그놈 목소리,동일,2007-02-01,"12,000",0.0%,"-6,000 (-33.3%)","17,585,453,600",3,0 (0.0%),"2,969,657",1,1
0105000,전체,2007-03-21,52,20050039,유희왕,3 상승,2010-01-28,"15,000",0.0%,"5,000 (50.0%)","623,299,000",3,1 (50.0%),"126,519",1,1
0105000,전체,2007-03-21,52,20070013,아버지의 깃발,1 상승,2007-02-15,"19,000",0.0%,"13,000 (216.7%)","1,268,782,600",3,2 (200.0%),"200,934",1,1
0105000,전체,2007-03-21,55,20070011,클럽 진주군,14 하락,2007-02-01,"14,000",0.0%,"-49,000 (-77.8%)","13,792,000",2,-7 (-77.8%),"2,010",1,1
