지역코드,지역명,조회일자,순위,영화코드,영화명,순위변동,개봉일,매출액,매출액점유율,매출액증감(전일대비),누적매출액,관객수,관객수증감(전일대비),누적관객수,스크린수,상영횟수
0105000,전체,2023-10-07,1,20228819,30일,동일,2023-10-03,"1,101,336,703",40.8%,"516,560,824 (88.3%)","4,379,975,465","110,306","50,730 (85.2%)","446,531","1,214","5,054"
0105000,전체,2023-10-07,2,20227410,천박사 퇴마 연구소: 설경의 비밀,동일,2023-09-27,"460,363,057",17.1%,"171,245,058 (59.2%)","15,893,188,230","45,588","15,916 (53.6%)","1,635,667","1,025","4,069"
0105000,전체,2023-10-07,3,20233879,크리에이터,1 상승,2023-10-03,"264,697,267",9.8%,"111,149,771 (72.4%)","1,625,805,355","24,017","9,736 (68.2%)","151,673",813,"2,396"
0105000,전체,2023-10-07,4,20197122,1947 보스톤,1 하락,2023-09-27,"203,709,965",7.5%,"40,269,024 (24.6%)","7,656,168,798","20,947","2,331 (12.5%)","800,582",814,"2,134"
0105000,전체,2023-10-07,5,20234253,퍼피 구조대: 더 마이티 무비,3 상승,2023-10-06,"168,127,351",6.2%,"150,849,817 (873.1%)","260,160,500","17,830","15,883 (815.8%)","27,266",499,711
0105000,전체,2023-10-07,6,20234281,더 넌 2,1 하락,2023-09-27,"125,089,121",4.6%,"31,337,046 (33.4%)","3,063,352,290","11,898","2,982 (33.4%)","295,091",461,818
0105000,전체,2023-10-07,7,20234277,사나: 저주의 아이,1 하락,2023-10-04,"80,710,700",3.0%,"15,769,500 (24.3%)","257,302,100","7,628",657 (9.4%),"27,525",199,486
0105000,전체,2023-10-07,8,20227626,화란,16 상승,2023-10-11,"56,124,509",2.1%,"53,764,509 (2,278.2%)","78,597,109","5,934","5,698 (2,414.4%)","8,133",524,754
0105000,전체,2023-10-07,9,20223896,거미집,2 하락,2023-09-27,"53,020,424",2.0%,"9,588,877 (22.1%)","2,728,462,863","5,346",785 (17.2%),"283,293",482,656
0105000,전체,2023-10-07,10,20234099,극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,6 상승,2023-09-28,"43,291,194",1.6%,"39,686,744 (1,101.0%)","1,049,046,279","4,688","4,234 (932.6%)","115,204",323,393
0105000,전체,2023-10-07,11,20224667,잠,2 하락,2023-09-06,"17,244,957",0.6%,"2,373,849 (16.0%)","13,806,804,448","2,038",211 (11.5%),"1,459,935",178,210
0105000,전체,2023-10-07,12,20233763,드림쏭2,1 상승,2023-10-03,"14,595,184",0.5%,"10,397,884 (247.7%)","93,829,508","1,569","1,026 (189.0%)","10,194",250,277
0105000,전체,2023-10-07,13,20233411,그란 투리스모,2 하락,2023-09-20,"13,757,023",0.5%,"4,709,161 (52.0%)","1,129,230,343","1,430",499 (53.6%),"112,948",56,104
0105000,전체,2023-10-07,14,20226431,오펜하이머,2 하락,2023-08-15,"12,174,307",0.5%,"5,443,507 (80.9%)","34,229,327,038","1,169",505 (76.1%),"3,219,980",59,79
0105000,전체,2023-10-07,15,20228016,"여름을 향한 터널, 이별의 출구",4 상승,2023-09-14,"12,574,100",0.5%,"8,931,100 (245.2%)","871,893,500","1,133",812 (253.0%),"85,849",71,98
0105000,전체,2023-10-07,16,20232302,킴스 비디오,2 하락,2023-09-27,"9,278,295",0.3%,"4,807,911 (107.6%)","61,415,088","1,044",518 (98.5%),"6,629",33,34
