지역코드,지역명,조회일자,순위,영화코드,영화명,순위변동,개봉일,매출액,매출액점유율,매출액증감(전일대비),누적매출액,관객수,관객수증감(전일대비),누적관객수,스크린수,상영횟수
0105000,전체,2009-04-02,1,20090156,그림자 살인,38 상승,2009-04-02,"462,508,000",39.3%,"462,307,000 (230,003.5%)","524,600,000","71,700","71,670 (238,900.0%)","85,771",347,"2,053"
0105000,전체,2009-04-02,2,20090176,분노의 질주: 더 오리지널,44 상승,2009-04-02,"201,283,000",17.1%,"201,160,000 (163,544.7%)","201,406,000","31,223","31,204 (164,231.6%)","31,242",273,"1,658"
0105000,전체,2009-04-02,3,20090161,슬럼독 밀리어네어,2 하락,2009-03-19,"129,401,000",11.0%,"-33,003,500 (-20.3%)","4,565,310,000","20,590","-5,477 (-21.0%)","685,226",174,974
0105000,전체,2009-04-02,4,20090065,더 리더: 책 읽어주는 남자,2 하락,2009-03-26,"94,624,500",8.0%,"-26,207,000 (-21.7%)","1,536,093,500","15,307","-4,016 (-20.8%)","239,033",214,918
0105000,전체,2009-04-02,5,20090088,신부들의 전쟁,59 상승,2009-04-02,"54,594,500",4.6%,"54,567,500 (202,101.9%)","65,613,500","8,556","8,552 (213,800.0%)","11,308",200,"1,204"
0105000,전체,2009-04-02,6,20090169,실종,3 하락,2009-03-19,"53,127,000",4.5%,"-45,832,000 (-46.3%)","3,614,303,500","8,447","-6,668 (-44.1%)","527,425",211,857
0105000,전체,2009-04-02,7,20090090,쇼퍼홀릭,3 하락,2009-03-26,"52,815,000",4.5%,"-41,066,000 (-43.7%)","1,353,940,000","8,296","-6,400 (-43.5%)","200,367",162,667
0105000,전체,2009-04-02,8,20090157,푸시,3 하락,2009-03-19,"37,648,500",3.2%,"-43,520,500 (-53.6%)","4,172,223,500","5,825","-6,876 (-54.1%)","628,546",218,829
0105000,전체,2009-04-02,9,20090174,카오스,3 하락,2009-03-26,"25,031,000",2.1%,"-45,897,000 (-64.7%)","1,051,297,000","3,879","-7,381 (-65.6%)","159,023",168,582
0105000,전체,2009-04-02,10,20090085,슬픔보다 더 슬픈 이야기,2 하락,2009-03-11,"14,319,000",1.2%,"-36,917,000 (-72.1%)","4,585,991,500","2,213","-5,741 (-72.2%)","694,636",124,328
0105000,전체,2009-04-02,11,20090167,기프트,4 하락,2009-03-26,"13,469,000",1.1%,"-40,498,500 (-75.0%)","854,236,000","2,078","-6,468 (-75.7%)","127,481",164,389
0105000,전체,2009-04-02,12,20081727,워낭소리,3 하락,2009-01-15,"11,009,000",0.9%,"-12,248,000 (-52.7%)","18,732,803,400","1,803","-1,993 (-52.5%)","2,858,506",54,123
0105000,전체,2009-04-02,13,20090064,그랜 토리노,3 하락,2009-03-19,"6,983,500",0.6%,"-10,880,500 (-60.9%)","769,866,500","1,122","-1,699 (-60.2%)","114,635",43,99
0105000,전체,2009-04-02,14,20090171,번 애프터 리딩,3 하락,2009-03-26,"4,964,000",0.4%,"-13,261,000 (-72.8%)","225,403,000",750,"-2,041 (-73.1%)","32,417",42,93
0105000,전체,2009-04-02,15,20090191,안나와 알렉스 : 두자매 이야기,New,2009-04-09,"1,638,000",0.1%,"1,638,000 (100.0%)","1,638,000",234,234 (100.0%),234,1,1
0105000,전체,2009-04-02,16,20090188,소명,New,2009-04-02,"1,274,000",0.1%,"1,274,000 (100.0%)","1,274,000",221,221 (100.0%),221,1,4
0105000,전체,2009-04-02,17,20081462,사랑 후에 남겨진 것들,4 상승,2009-02-19,"1,287,500",0.1%,"-225,000 (-14.9%)","162,863,500",212,-43 (-16.9%),"24,264",6,14
0105000,전체,2009-04-02,18,20081452,더 폴: 오디어스와 환상의 문,New,2008-12-04,"924,000",0.1%,"924,000 (100.0%)","158,598,500",143,143 (100.0%),"23,498",8,27
0105000,전체,2009-04-02,19,20080305,할매꽃,14 상승,2009-03-19,"730,000",0.1%,"316,000 (76.3%)","7,589,700",136,72 (112.5%),"1,274",7,9
0105000,전체,2009-04-02,20,20090175,여름의 조각들,3 상승,2009-03-26,"908,000",0.1%,"-620,500 (-40.6%)","14,622,000",135,-110 (-44.9%),"2,204",6,15
0105000,전체,2009-04-02,21,20090220,장국영 영화제,2 하락,,"520,000",0.0%,"-736,000 (-58.6%)","4,900,000",131,-151 (-53.5%),"1,234",1,6
0105000,전체,2009-04-02,22,20090024,벤자민 버튼의 시간은 거꾸로 간다,9 하락,2009-02-12,"744,500",0.1%,"-4,746,500 (-86.4%)","11,413,455,000",118,-741 (-86.3%),"1,737,894",14,27
0105000,전체,2009-04-02,23,20090197,러시아 모스필름 회고전,9 상승,,"580,000",0.0%,"236,000 (68.6%)","1,134,000",112,45 (67.2%),217,1,3
0105000,전체,2009-04-02,24,20090170,도쿄 소나타,9 상승,2009-03-19,"660,000",0.1%,"240,000 (57.1%)","15,108,000",101,37 (57.8%),"2,217",3,11
0105000,전체,2009-04-02,25,20081450,엘레지,1 하락,2009-03-19,"589,000",0.1%,"-752,000 (-56.1%)","49,870,000",91,-118 (-56.5%),"7,376",6,7
0105000,전체,2009-04-02,26,20081672,과속스캔들,9 하락,2008-12-03,"492,500",0.0%,"-1,917,500 (-79.6%)","53,784,675,400",83,-299 (-78.3%),"8,220,291",13,23
0105000,전체,2009-04-02,27,20090035,똥파리,New,2009-04-16,"557,000",0.0%,"557,000 (100.0%)","557,000",81,81 (100.0%),81,1,1
0105000,전체,2009-04-02,28,20060424,숏버스,동일,2009-03-12,"456,000",0.0%,"-362,000 (-44.3%)","131,290,500",66,-65 (-49.6%),"19,592",3,5
0105000,전체,2009-04-02,29,20080314,아비정전,1 상승,1990-12-22,"376,500",0.0%,"-227,500 (-37.7%)","50,127,000",61,-41 (-40.2%),"7,292",2,5
0105000,전체,2009-04-02,29,20090193,우리 집에 왜 왔니,4 하락,2009-04-09,"305,000",0.0%,"-495,000 (-61.9%)","3,780,000",61,-99 (-61.9%),756,1,1
0105000,전체,2009-04-02,31,20090023,작전,17 하락,2009-02-12,"364,500",0.0%,"-2,994,000 (-89.1%)","10,080,000,500",56,-454 (-89.0%),"1,516,185",7,15
0105000,전체,2009-04-02,32,20090082,드래곤볼 에볼루션,20 하락,2009-03-12,"317,000",0.0%,"-5,079,000 (-94.1%)","2,642,082,500",53,-856 (-94.2%),"416,817",12,21
0105000,전체,2009-04-02,33,20090181,인디다큐페스티발2009_국내신작전,7 하락,,"206,000",0.0%,"-574,000 (-73.6%)","4,177,000",45,-101 (-69.2%),851,1,4
0105000,전체,2009-04-02,34,20081445,굿바이,7 하락,2008-10-30,"243,000",0.0%,"-611,500 (-71.6%)","884,126,500",35,-104 (-74.8%),"141,918",2,2
0105000,전체,2009-04-02,35,20081209,낮술,4 하락,2009-02-05,"213,000",0.0%,"-239,000 (-52.9%)","168,436,500",33,-37 (-52.9%),"24,018",6,8
0105000,전체,2009-04-02,36,20090184,인디피크닉2009,New,,"120,000",0.0%,"120,000 (100.0%)","120,000",24,24 (100.0%),24,1,2
0105000,전체,2009-04-02,37,20090087,뉴욕은 언제나 사랑 중,22 하락,2009-03-12,"136,000",0.0%,"-2,866,000 (-95.5%)","1,658,543,000",21,-431 (-95.4%),"243,173",8,9
0105000,전체,2009-04-02,37,20081456,단지 유령일 뿐,10 상승,2009-03-19,"142,000",0.0%,"19,000 (15.4%)","5,997,000",21,3 (16.7%),872,1,2
0105000,전체,2009-04-02,39,20090028,레볼루셔너리 로드,3 하락,2009-02-19,"132,000",0.0%,"-206,000 (-60.9%)","378,248,000",20,-31 (-60.8%),"55,155",1,1
0105000,전체,2009-04-02,40,20090200,신부들의 전쟁+그림자살인+분노의 질주:더 오리지널,New,,"192,000",0.0%,"192,000 (100.0%)","192,000",19,19 (100.0%),19,1,1
0105000,전체,2009-04-02,41,20081169,맘마미아!,4 하락,2008-09-03,"91,000",0.0%,"-99,000 (-52.1%)","29,668,470,750",17,-21 (-55.3%),"4,571,718",4,5
0105000,전체,2009-04-02,42,20090201,더 리더+쇼퍼홀릭+슬럼독 밀리어네어,New,,"158,000",0.0%,"158,000 (100.0%)","158,000",15,15 (100.0%),15,1,1
0105000,전체,2009-04-02,43,20090067,오이시맨,1 하락,2009-02-19,"77,000",0.0%,"-76,000 (-49.7%)","53,545,000",13,-14 (-51.9%),"7,798",3,5
0105000,전체,2009-04-02,44,20090012,그는 당신에게 반하지 않았다,15 하락,2009-02-12,"77,000",0.0%,"-768,500 (-90.9%)","6,372,968,500",11,-112 (-91.1%),"934,763",4,4
0105000,전체,2009-04-02,45,20090037,24 시티,21 상승,2009-01-29,"46,000",0.0%,"34,000 (283.3%)","11,969,500",10,7 (233.3%),"1,670",1,2
0105000,전체,2009-04-02,46,20081646,나의 마음은 지지 않았다,9 상승,2009-02-26,"62,000",0.0%,"-4,000 (-6.1%)","15,370,600",9,-2 (-18.2%),"2,363",2,2
0105000,전체,2009-04-02,46,20070493,그림자,New,2007-10-18,"53,000",0.0%,"53,000 (100.0%)","790,500",9,9 (100.0%),134,1,2
0105000,전체,2009-04-02,46,20090043,왓치맨,28 하락,2009-03-05,"71,000",0.0%,"-2,306,000 (-97.0%)","4,111,625,500",9,-329 (-97.3%),"596,964",2,2
0105000,전체,2009-04-02,49,20040540,밝은 미래,New,2004-04-23,"48,000",0.0%,"48,000 (100.0%)","12,339,000",8,8 (100.0%),"2,218",1,1
0105000,전체,2009-04-02,49,20090068,더 레슬러,11 상승,2009-03-05,"32,000",0.0%,"-17,000 (-34.7%)","399,116,000",8,1 (14.3%),"58,553",1,1
0105000,전체,2009-04-02,51,20090044,작은 영웅 데스페로,8 상승,2009-02-12,"48,000",0.0%,"8,000 (20.0%)","2,508,354,500",7,-1 (-12.5%),"434,509",1,3
0105000,전체,2009-04-02,52,20090145,유어 프렌즈,12 상승,2009-03-05,"42,000",0.0%,"17,000 (68.0%)","3,970,000",6,2 (50.0%),556,1,1
0105000,전체,2009-04-02,52,20081536,오펄 드림,14 상승,2008-12-24,"30,000",0.0%,"16,000 (114.3%)","6,223,500",6,3 (100.0%),915,1,1
0105000,전체,2009-04-02,54,20090091,13일의 금요일,32 하락,2009-03-12,"32,000",0.0%,"-1,657,000 (-98.1%)","1,466,853,500",5,-241 (-98.0%),"208,015",1,2
0105000,전체,2009-04-02,54,20090062,가필드-마법의 샘물,1 상승,2009-02-19,"23,000",0.0%,"-33,000 (-58.9%)","562,734,500",5,-6 (-54.5%),"95,703",2,2
0105000,전체,2009-04-02,56,20071005,발렛,New,2008-08-21,"21,000",0.0%,"21,000 (100.0%)","25,483,000",4,4 (100.0%),"3,737",1,2
0105000,전체,2009-04-02,57,20081701,그래도 내가 하지 않았어,3 상승,2008-12-11,"20,000",0.0%,"-28,000 (-58.3%)","11,210,000",3,-4 (-57.1%),"1,741",1,1
0105000,전체,2009-04-02,57,20090011,티스,New,2009-01-15,"18,000",0.0%,"18,000 (100.0%)","1,976,000",3,3 (100.0%),303,1,2
0105000,전체,2009-04-02,57,20090086,킬러들의 도시,1 상승,2009-03-05,"20,000",0.0%,"-42,000 (-67.7%)","377,550,000",3,-6 (-66.7%),"54,859",1,1
0105000,전체,2009-04-02,60,20090103,부그와 엘리엇 2,25 하락,2009-03-12,"12,000",0.0%,"-280,000 (-95.9%)","259,988,000",2,-58 (-96.7%),"42,941",1,1
0105000,전체,2009-04-02,60,20090083,언데드,6 하락,2009-02-26,"14,000",0.0%,"-66,000 (-82.5%)","1,427,446,500",2,-11 (-84.6%),"214,614",1,1
0105000,전체,2009-04-02,60,20080556,스트레인저: 무황인담,7 하락,2009-03-12,"14,000",0.0%,"-81,000 (-85.3%)","7,162,000",2,-12 (-85.7%),"1,056",1,1
0105000,전체,2009-04-02,63,20081716,쌍화점,9 상승,2008-12-30,0,0.0%,0 (100.0%),"25,411,823,400",0,0 (100.0%),"3,749,034",1,1
