지역코드,지역명,조회일자,순위,영화코드,영화명,순위변동,개봉일,매출액,매출액점유율,매출액증감(전일대비),누적매출액,관객수,관객수증감(전일대비),누적관객수,스크린수,상영횟수
0105000,전체,2008-02-02,1,20071675,더 게임,동일,2008-01-30,"981,849,000",22.7%,"502,525,000 (104.8%)","1,922,732,501","146,633","73,668 (101.0%)","292,281",338,"1,976"
0105000,전체,2008-02-02,2,20070382,우리 생애 최고의 순간,동일,2008-01-10,"864,277,000",20.0%,"502,409,500 (138.8%)","19,267,647,500","132,488","75,911 (134.2%)","2,967,965",318,"1,673"
0105000,전체,2008-02-02,3,20080011,원스어폰어타임,동일,2008-01-31,"768,133,000",17.8%,"428,766,500 (126.3%)","1,543,870,000","114,421","62,915 (122.2%)","237,573",314,"1,933"
0105000,전체,2008-02-02,4,20071067,슈퍼맨이었던 사나이,동일,2008-01-31,"563,521,500",13.0%,"285,432,000 (102.6%)","1,172,020,500","84,336","41,897 (98.7%)","178,263",386,"2,195"
0105000,전체,2008-02-02,5,20080013,명장,동일,2008-01-30,"328,778,500",7.6%,"170,754,000 (108.1%)","668,997,000","48,813","25,107 (105.9%)","101,524",235,"1,273"
0105000,전체,2008-02-02,6,20080015,라듸오 데이즈,동일,2008-01-31,"231,803,000",5.4%,"119,124,000 (105.7%)","463,259,000","34,667","17,478 (101.7%)","70,616",253,"1,427"
0105000,전체,2008-02-02,7,20070672,클로버필드,동일,2008-01-24,"167,814,000",3.9%,"84,882,500 (102.4%)","3,307,400,000","24,913","12,357 (98.4%)","497,310",210,778
0105000,전체,2008-02-02,8,20071014,엘라의 모험 : 해피엔딩의 위기,1 상승,2008-01-24,"118,096,500",2.7%,"86,453,000 (273.2%)","1,198,667,500","20,136","14,231 (241.0%)","211,262",174,517
0105000,전체,2008-02-02,9,20071064,무방비도시,1 하락,2008-01-10,"95,989,000",2.2%,"45,613,500 (90.5%)","10,312,710,500","14,522","6,776 (87.5%)","1,559,091",122,421
0105000,전체,2008-02-02,10,20070563,꿀벌대소동,1 상승,2008-01-03,"56,916,500",1.3%,"45,579,500 (402.0%)","6,986,341,000","9,503","7,443 (361.3%)","1,173,014",97,246
0105000,전체,2008-02-02,11,20080009,스위니 토드 : 어느 잔혹한 이발사 이야기,1 하락,2008-01-17,"56,056,500",1.3%,"22,576,500 (67.4%)","4,599,308,500","7,988","3,253 (68.7%)","676,006",104,263
0105000,전체,2008-02-02,12,20080017,에반게리온 : 서(序),동일,2008-01-24,"22,755,500",0.5%,"13,538,500 (146.9%)","359,250,000","3,376","1,961 (138.6%)","54,059",17,56
0105000,전체,2008-02-02,13,20070660,뜨거운 것이 좋아,동일,2008-01-17,"15,706,500",0.4%,"6,710,000 (74.6%)","3,755,732,500","2,254",933 (70.6%),"573,681",23,75
0105000,전체,2008-02-02,14,20071066,말할 수 없는 비밀,1 상승,2008-01-10,"13,671,500",0.3%,"8,612,500 (170.2%)","424,957,500","1,934","1,210 (167.1%)","63,908",18,55
0105000,전체,2008-02-02,15,20070566,마법에 걸린 사랑,1 하락,2008-01-10,"5,910,000",0.1%,"366,000 (6.6%)","2,792,348,500",985,135 (15.9%),"435,124",9,22
0105000,전체,2008-02-02,16,20070580,행복한 엠마 행복한 돼지 그리고 남자,4 상승,2008-01-31,"5,324,000",0.1%,"2,913,000 (120.8%)","10,290,000",751,410 (120.2%),"1,472",2,8
0105000,전체,2008-02-02,17,20080016,2008년 시네마테크의 친구들 영화제,4 상승,2008-01-08,"3,226,000",0.1%,"1,747,000 (118.1%)","40,373,000",586,314 (115.4%),"7,222",1,3
0105000,전체,2008-02-02,18,20080010,에이리언 VS 프레데터2,5 상승,2008-01-17,"3,123,000",0.1%,"2,189,500 (234.5%)","1,864,132,000",501,347 (225.3%),"288,869",13,38
0105000,전체,2008-02-02,19,20071006,브릭,3 상승,2008-01-31,"2,846,000",0.1%,"1,466,500 (106.3%)","5,100,000",401,203 (102.5%),728,3,13
0105000,전체,2008-02-02,20,20070061,트랜스포머,2 하락,2007-06-28,"2,816,000",0.1%,0 (0.0%),"47,625,011,338",352,0 (0.0%),"7,390,400",1,2
0105000,전체,2008-02-02,21,20070551,황금 나침반,2 하락,2007-12-18,"1,435,500",0.0%,"-108,500 (-7.0%)","18,327,173,000",348,-1 (-0.3%),"2,904,701",5,7
0105000,전체,2008-02-02,22,20070585,어거스트 러쉬,6 하락,2007-11-29,"1,688,500",0.0%,"-787,500 (-31.8%)","14,133,703,000",283,-94 (-24.9%),"2,199,455",4,11
