지역코드,지역명,조회일자,순위,영화코드,영화명,순위변동,개봉일,매출액,매출액점유율,매출액증감(전일대비),누적매출액,관객수,관객수증감(전일대비),누적관객수,스크린수,상영횟수
0105000,전체,2014-06-12,1,20148807,엣지 오브 투모로우,동일,2014-06-04,"778,102,900",35.1%,"24,194,400 (3.2%)","19,745,113,017","98,275","3,714 (3.9%)","2,365,721",618,"3,219"
0105000,전체,2014-06-12,2,20130442,끝까지 간다,동일,2014-05-29,"419,685,100",18.9%,"30,065,200 (7.7%)","13,696,915,900","56,716","4,114 (7.8%)","1,755,316",420,"1,872"
0105000,전체,2014-06-12,3,20134591,황제를 위하여,동일,2014-06-11,"393,733,600",17.7%,"84,867,500 (27.5%)","723,128,700","51,779","12,382 (31.4%)","94,023",381,"2,040"
0105000,전체,2014-06-12,4,20147669,엑스맨: 데이즈 오브 퓨처 패스트,동일,2014-05-22,"152,515,400",6.9%,"981,100 (0.6%)","32,496,232,666","20,419",53 (0.3%),"4,041,093",347,"1,311"
0105000,전체,2014-06-12,5,20148383,말레피센트,1 상승,2014-05-29,"119,464,200",5.4%,"4,943,200 (4.3%)","8,956,766,600","16,303",792 (5.1%),"1,159,618",323,"1,071"
0105000,전체,2014-06-12,6,20132482,우는 남자,1 하락,2014-06-04,"67,556,000",3.0%,"-52,456,400 (-43.7%)","4,439,097,400","8,870","-7,047 (-44.3%)","543,591",248,709
0105000,전체,2014-06-12,7,20133641,경주,22 상승,2014-06-12,"55,602,200",2.5%,"54,555,200 (5,210.6%)","89,631,200","7,922","7,794 (6,089.1%)","12,383",316,911
0105000,전체,2014-06-12,8,20136062,하이힐,1 하락,2014-06-03,"49,545,100",2.2%,"-42,284,900 (-46.0%)","2,251,590,000","6,497","-6,114 (-48.5%)","279,320",152,497
0105000,전체,2014-06-12,9,20148834,베스트 오퍼,New,2014-06-12,"25,626,600",1.2%,"25,626,600 (100.0%)","55,909,600","3,513","3,513 (100.0%)","7,615",175,366
0105000,전체,2014-06-12,10,20148847,밀리언 웨이즈,New,2014-06-12,"23,793,200",1.1%,"23,793,200 (100.0%)","28,784,200","3,258","3,258 (100.0%)","4,061",194,534
0105000,전체,2014-06-12,11,20148748,그녀,3 하락,2014-05-22,"25,041,900",1.1%,"-5,941,100 (-19.2%)","1,881,665,100","3,234",-849 (-20.8%),"231,929",66,128
0105000,전체,2014-06-12,12,20148686,오큘러스,1 하락,2014-05-29,"11,482,700",0.5%,"-2,980,000 (-20.6%)","2,022,070,800","1,577",-350 (-18.2%),"266,208",64,125
0105000,전체,2014-06-12,13,20147970,그레이트 뷰티,동일,2014-06-12,"11,435,800",0.5%,"1,592,200 (16.2%)","28,760,400","1,541",397 (34.7%),"3,730",51,89
0105000,전체,2014-06-12,14,20149125,천국에 다녀온 소년,New,2014-06-12,"10,359,000",0.5%,"10,359,000 (100.0%)","10,359,000","1,510","1,510 (100.0%)","1,510",21,76
0105000,전체,2014-06-12,15,20130929,스톤,New,2014-06-12,"10,004,400",0.5%,"10,004,400 (100.0%)","28,286,400","1,374","1,374 (100.0%)","4,070",148,320
0105000,전체,2014-06-12,16,20147684,리스본행 야간열차,6 하락,2014-06-05,"9,913,700",0.4%,"-6,140,800 (-38.2%)","199,469,900","1,353",-846 (-38.5%),"25,616",29,47
0105000,전체,2014-06-12,17,20148906,사랑은 소설처럼,5 하락,2014-06-12,"10,059,600",0.5%,"-3,268,400 (-24.5%)","26,289,600","1,288",-432 (-25.1%),"3,355",33,71
0105000,전체,2014-06-12,18,20148877,그레이스 오브 모나코,2 상승,2014-06-18,"9,296,500",0.4%,"7,448,500 (403.1%)","11,144,500","1,166",902 (341.7%),"1,430",18,19
0105000,전체,2014-06-12,19,20148347,마이 블랭키,5 하락,2014-06-04,"4,472,000",0.2%,"385,500 (9.4%)","188,682,000",847,193 (29.5%),"26,470",12,12
0105000,전체,2014-06-12,20,20133322,인간중독,11 하락,2014-05-14,"5,319,900",0.2%,"-16,908,500 (-76.1%)","11,247,159,900",805,"-2,542 (-75.9%)","1,436,658",28,36
0105000,전체,2014-06-12,21,20148976,호비와 쿠우의 어드벤처 : 고래의 노래,New,2014-06-12,"3,846,500",0.2%,"3,846,500 (100.0%)","6,870,500",602,602 (100.0%),"1,034",40,64
0105000,전체,2014-06-12,22,20111021,5인의 해병,6 하락,,"850,000",0.0%,"-126,000 (-12.9%)","4,252,000",425,-63 (-12.9%),"2,126",1,4
0105000,전체,2014-06-12,23,20148829,가구야공주 이야기,8 하락,2014-06-04,"2,525,500",0.1%,"-1,624,700 (-39.1%)","106,752,800",332,-223 (-40.2%),"14,010",27,33
0105000,전체,2014-06-12,24,20149292,음모자들,New,2014-06-12,"1,100,000",0.0%,"1,100,000 (100.0%)","1,100,000",222,222 (100.0%),222,5,5
0105000,전체,2014-06-12,25,20148795,미녀와 야수,New,2014-06-18,"1,712,000",0.1%,"1,712,000 (100.0%)","1,712,000",214,214 (100.0%),214,1,1
0105000,전체,2014-06-12,25,20148756,SX 테잎,3 하락,2014-05-29,"1,080,000",0.0%,"-59,000 (-5.2%)","54,340,100",214,-7 (-3.2%),"7,015",5,5
0105000,전체,2014-06-12,27,20148826,스틸 라이프,8 하락,2014-06-05,"1,482,000",0.1%,"-838,000 (-36.1%)","24,055,400",211,-125 (-37.2%),"3,315",16,23
0105000,전체,2014-06-12,28,20148681,차가운 장미,10 하락,2014-05-29,"1,227,000",0.1%,"-1,167,000 (-48.7%)","61,685,000",168,-172 (-50.6%),"8,182",5,8
0105000,전체,2014-06-12,29,20100359,누구를 위하여 종은 울리나,New,1972-03-18,"324,000",0.0%,"324,000 (100.0%)","9,352,586",162,162 (100.0%),"6,883",1,3
0105000,전체,2014-06-12,30,20116121,북을 울려라,3 상승,,"298,000",0.0%,"70,000 (30.7%)","526,000",149,35 (30.7%),263,1,3
0105000,전체,2014-06-12,31,20110026,로마의 휴일,1 상승,2025-08-20,"287,000",0.0%,"50,000 (21.1%)","26,874,500",136,20 (17.2%),"8,608",1,4
0105000,전체,2014-06-12,32,20133811,슬기로운 해법,38 상승,2014-05-15,"857,000",0.0%,"801,000 (1,430.4%)","27,711,200",135,"128 (1,828.6%)","4,169",5,6
0105000,전체,2014-06-12,33,20138607,나의 라임 오렌지 나무,3 상승,2014-05-29,"810,000",0.0%,"100,000 (14.1%)","43,405,000",134,31 (30.1%),"6,376",3,3
0105000,전체,2014-06-12,33,20139183,역린,5 하락,2014-04-30,"672,000",0.0%,"-389,500 (-36.7%)","29,858,262,390",134,3 (2.3%),"3,844,522",2,2
0105000,전체,2014-06-12,35,20148607,인생은 새옹지마,New,,"645,000",0.0%,"645,000 (100.0%)","874,000",129,129 (100.0%),175,1,1
0105000,전체,2014-06-12,36,20124927,술이 깨면 집에 가자,New,2012-07-12,"868,000",0.0%,"868,000 (100.0%)","10,347,600",124,124 (100.0%),"1,503",1,1
0105000,전체,2014-06-12,37,20119126,하이 눈,8 하락,,"212,000",0.0%,"-44,000 (-17.2%)","9,399,000",106,-22 (-17.2%),"4,664",1,5
0105000,전체,2014-06-12,38,20148648,극장판 루팡 3세 VS 명탐정 코난,21 하락,2014-05-29,"630,000",0.0%,"-1,831,000 (-74.4%)","1,464,134,805",85,-291 (-77.4%),"208,809",16,18
0105000,전체,2014-06-12,39,20138962,리오 2,12 하락,2014-05-01,"452,000",0.0%,"-260,500 (-36.6%)","5,648,693,200",76,-59 (-43.7%),"762,478",2,2
0105000,전체,2014-06-12,40,20131661,미국인친구,New,2014-06-12,"372,000",0.0%,"372,000 (100.0%)","1,760,000",69,69 (100.0%),271,5,5
0105000,전체,2014-06-12,40,20131281,부에노스 아이레스에서 사랑에 빠질 확률,New,2013-09-12,"539,500",0.0%,"539,500 (100.0%)","180,997,500",69,69 (100.0%),"23,405",11,11
0105000,전체,2014-06-12,42,20136586,오직 사랑하는 이들만이 살아남는다,15 상승,2014-01-09,"536,000",0.0%,"307,600 (134.7%)","255,934,843",67,38 (131.0%),"33,914",1,1
0105000,전체,2014-06-12,43,20148615,히트맨 NO.2 : 살인면허,New,2014-05-08,"420,000",0.0%,"420,000 (100.0%)","10,083,000",60,60 (100.0%),"3,067",1,1
