지역코드,지역명,조회일자,순위,영화코드,영화명,순위변동,개봉일,매출액,매출액점유율,매출액증감(전일대비),누적매출액,관객수,관객수증감(전일대비),누적관객수,스크린수,상영횟수
0105000,전체,2021-03-07,1,20205144,미나리,동일,2021-03-03,"755,267,160",36.9%,"-70,854,250 (-8.6%)","2,519,601,310","81,247","-6,823 (-7.7%)","277,064","1,158","3,946"
0105000,전체,2021-03-07,2,20200263,라야와 마지막 드래곤,동일,2021-03-04,"464,541,650",22.7%,"-2,286,160 (-0.5%)","1,184,403,970","50,385",556 (1.1%),"127,118","1,056","2,941"
0105000,전체,2021-03-07,3,20200703,극장판 귀멸의 칼날: 무한열차편,동일,2021-01-27,"375,292,810",18.3%,"5,832,880 (1.6%)","10,166,505,010","36,768",770 (2.1%),"1,052,390",637,"1,435"
0105000,전체,2021-03-07,4,20207443,소울,동일,2021-01-20,"127,941,090",6.2%,"-22,987,290 (-15.2%)","18,229,596,140","13,010","-2,029 (-13.5%)","1,965,116",524,971
0105000,전체,2021-03-07,5,20199541,미션 파서블,동일,2021-02-17,"113,397,160",5.5%,"2,632,710 (2.4%)","3,748,650,830","11,680",278 (2.4%),"411,619",502,"1,032"
0105000,전체,2021-03-07,6,20071054,중경삼림,동일,1995-09-02,"52,138,380",2.5%,"-9,138,120 (-14.9%)","326,916,000","5,197",-803 (-13.4%),"35,743",336,501
0105000,전체,2021-03-07,7,20202555,톰과 제리,동일,2021-02-24,"41,576,270",2.0%,"-297,720 (-0.7%)","1,121,569,440","4,591",58 (1.3%),"130,666",442,538
0105000,전체,2021-03-07,8,20215843,카오스 워킹,동일,2021-02-24,"32,796,720",1.6%,"-1,794,250 (-5.2%)","1,164,698,860","3,435",-129 (-3.6%),"138,887",390,556
0105000,전체,2021-03-07,9,20198663,고백,1 상승,2021-02-24,"6,844,600",0.3%,"940,800 (15.9%)","215,937,000",938,170 (22.1%),"30,453",140,159
0105000,전체,2021-03-07,10,20216555,아르코 라이브 뮤지컬 호프,1 하락,2021-03-03,"14,977,000",0.7%,"-1,422,500 (-8.7%)","55,135,500",749,-71 (-8.7%),"2,757",10,20
0105000,전체,2021-03-07,11,20215221,더 레이서,4 상승,2021-02-24,"6,207,040",0.3%,"3,576,830 (136.0%)","89,406,830",739,417 (129.5%),"10,918",52,59
0105000,전체,2021-03-07,12,20050310,해리 포터와 불의 잔,동일,2005-12-01,"5,284,000",0.3%,"-143,000 (-2.6%)","22,089,597,900",522,-11 (-2.1%),"3,498,436",16,28
0105000,전체,2021-03-07,13,20214848,퍼펙트 케어,동일,2021-02-19,"4,697,670",0.2%,"591,150 (14.4%)","214,464,250",486,52 (12.0%),"25,167",42,46
0105000,전체,2021-03-07,14,20215809,잃어버린 얼굴 1895,동일,2021-02-24,"7,268,000",0.4%,"814,000 (12.6%)","108,516,000",401,42 (11.7%),"5,980",41,62
0105000,전체,2021-03-07,15,20215862,라스트 레터,4 하락,2021-02-24,"3,675,800",0.2%,"-1,863,200 (-33.6%)","86,296,910",381,-178 (-31.8%),"10,078",77,88
0105000,전체,2021-03-07,16,20209013,워 위드 그랜파,16 상승,2021-02-24,"2,414,300",0.1%,"1,513,690 (168.1%)","113,037,740",291,189 (185.3%),"13,702",45,46
0105000,전체,2021-03-07,17,19959184,타락천사,1 하락,1995-12-23,"2,423,000",0.1%,"-210,900 (-8.0%)","83,285,480",236,-30 (-11.3%),"8,603",11,11
0105000,전체,2021-03-07,18,20216043,더 터널,동일,2021-03-04,"1,611,300",0.1%,"-673,770 (-29.5%)","5,386,080",173,-56 (-24.5%),575,35,42
0105000,전체,2021-03-07,19,20203446,프라미싱 영 우먼,3 상승,2021-02-24,"1,503,600",0.1%,"163,100 (12.2%)","44,354,100",158,12 (8.2%),"5,578",17,22
0105000,전체,2021-03-07,20,20185046,서치,4 상승,2018-08-29,"1,063,500",0.1%,"121,500 (12.9%)","25,293,659,845",154,20 (14.9%),"2,951,429",31,49
0105000,전체,2021-03-07,21,20080269,해피 투게더,6 상승,1998-08-22,"1,446,470",0.1%,"355,000 (32.5%)","289,924,100",146,33 (29.2%),"31,472",12,12
0105000,전체,2021-03-07,22,20202584,"구라, 베토벤",1 하락,2021-02-25,"744,500",0.0%,"-186,500 (-20.0%)","20,526,600",144,-28 (-16.3%),"3,429",5,5
0105000,전체,2021-03-07,23,20215992,극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 완더링; 아가트람,4 하락,2021-02-25,"1,451,680",0.1%,"-923,440 (-38.9%)","51,912,670",143,-82 (-36.4%),"5,265",39,43
0105000,전체,2021-03-07,24,20200246,부활: 그 증거,7 하락,2020-10-08,"941,000",0.0%,"-619,000 (-39.7%)","256,694,320",134,-96 (-41.7%),"31,875",3,3
0105000,전체,2021-03-07,25,20040725,화양연화,2 하락,2000-10-20,"1,254,940",0.1%,"-232,560 (-15.6%)","961,259,930",133,-11 (-7.6%),"108,566",9,9
0105000,전체,2021-03-07,26,20168401,카페 소사이어티,1 하락,2016-09-14,"779,000",0.0%,"-1,500 (-0.2%)","1,060,681,166",114,-4 (-3.4%),"128,371",29,47
