지역코드,지역명,조회일자,순위,영화코드,영화명,순위변동,개봉일,매출액,매출액점유율,매출액증감(전일대비),누적매출액,관객수,관객수증감(전일대비),누적관객수,스크린수,상영횟수
0105000,전체,2010-05-25,1,20100188,하녀,동일,2010-05-13,"362,843,000",25.7%,"-16,754,000 (-4.4%)","13,878,010,500","51,621","-1,904 (-3.6%)","1,838,723",460,"2,550"
0105000,전체,2010-05-25,2,20090951,로빈 후드,1 상승,2010-05-13,"218,309,500",15.5%,"2,339,500 (1.1%)","9,607,260,000","30,633",248 (0.8%),"1,303,429",419,"1,727"
0105000,전체,2010-05-25,3,20100190,드래곤 길들이기,1 하락,2010-05-20,"327,961,500",23.2%,"-14,069,500 (-4.1%)","9,739,483,000","29,120","-2,519 (-8.0%)","968,441",500,"2,403"
0105000,전체,2010-05-25,4,20100256,내 깡패 같은 애인,동일,2010-05-20,"186,929,000",13.2%,"7,239,000 (4.0%)","2,417,035,500","26,133",999 (4.0%),"330,546",229,"1,454"
0105000,전체,2010-05-25,5,20090933,아이언맨 2,동일,2010-04-29,"90,481,500",6.4%,"-4,223,000 (-4.5%)","31,966,946,500","12,659",-554 (-4.2%),"4,333,018",271,"1,118"
0105000,전체,2010-05-25,6,20100192,나이트메어,동일,2010-05-20,"61,721,500",4.4%,"263,000 (0.4%)","821,643,500","8,307",59 (0.7%),"105,544",150,837
0105000,전체,2010-05-25,7,20100198,대한민국 1%,동일,2010-05-05,"30,702,000",2.2%,"3,274,000 (11.9%)","2,037,307,500","8,119",511 (6.7%),"393,655",71,254
0105000,전체,2010-05-25,8,20100191,시,동일,2010-05-13,"53,900,000",3.8%,"3,060,000 (6.0%)","800,428,000","7,936",538 (7.3%),"111,709",162,361
0105000,전체,2010-05-25,9,20090931,구르믈 버서난 달처럼,동일,2010-04-28,"29,874,500",2.1%,"199,500 (0.7%)","10,118,658,500","4,938",168 (3.5%),"1,359,324",133,334
0105000,전체,2010-05-25,10,20100266,서태지밴드 라이브 투어 <더 뫼비우스>,동일,2010-05-21,"8,643,000",0.6%,"-522,000 (-5.7%)","78,787,000","1,180",-72 (-5.8%),"10,251",1,9
0105000,전체,2010-05-25,11,20100202,하하하,동일,2010-05-05,"8,545,000",0.6%,"937,000 (12.3%)","255,076,000","1,174",131 (12.6%),"32,930",25,59
0105000,전체,2010-05-25,12,20090927,방자전,New,2010-06-02,"6,916,000",0.5%,"6,916,000 (100.0%)","6,916,000",988,988 (100.0%),988,4,4
0105000,전체,2010-05-25,13,20100141,아마존의 눈물,46 상승,2010-03-25,"4,000,000",0.3%,"3,982,000 (22,122.2%)","537,424,500",800,"797 (26,566.7%)","79,340",1,3
0105000,전체,2010-05-25,14,20100131,베스트셀러,2 하락,2010-04-15,"3,433,500",0.2%,"-293,000 (-7.9%)","7,965,444,000",490,-64 (-11.6%),"1,079,027",34,81
